index,Review,label,anomaly
449,Does the touch of my hand work? I can't change the song? An annoying app.,NEGATIVE,-1
450,Great app find all songs i like and new ones but tired of being double charged for the premium package about to uninstall,NEGATIVE,-1
451,"It's a very good app for music...loved it a lot.. but today when I'm trying to open the app it's not working even after reinstallation, it's still not opening. Please fix the glitch",NEGATIVE,-1
452,this is fantastic app for old and newsing for singing,POSITIVE,-1
453,The 'What's playing' facility has disappeared. The most basic feature - gone. Not good enough.,NEGATIVE,-1
454,"I love your music ..thank you so much for sharing this ,great job..",POSITIVE,-1
455,Excellent music app,POSITIVE,-1
456,Works but feels rough and clitchy. Unbelievable that such a big brand like Spotify cannot make an app thats well intrgrated with a premium android device. This should be a AAA title. I'm using GalaxyS20 and constantly have issues with simple stuff. Like pausing the music or controlling the app through galaxyBuds. Often freezes and music stays playing in the background with no way of turning it off other than hard closing the app. AndoidAuto experience is even worse.,NEGATIVE,-1
457,"Thanks for dumping all my downloads without even telling me! Appreciate that! I also love how when I don't have cellular reception, you won't let me play the podcasts that I already downloaded. I also love how as time goes on the more glitchy and unreliable the app becomes. Thanks for letting me down, Spotify!",NEGATIVE,-1
458,Not happy with the hey Spotify thing. I don't like it taking away my control while I'm in a vehicle.....or maybe this is just a bug.,NEGATIVE,-1
459,Logedin on my family premium plane to listen to music on plan flight and loged out wen u landed and I now just can't get in I have uninstalled it 3 times and it won't work,NEGATIVE,-1
460,Lots of good music but lots of adds,POSITIVE,-1
461,Continually riddled with issues. Currently it will just quit playing on me. It does not seem like Spotify truly cares about customers through my experience I have continually felt ignored in that the issues are generally left unresolved for an excessive amount of time... Awesome to know it wasn't just my device because I just upgraded to the s22 ultra and the issues are still here with liked song filters like I've complained about for months,NEGATIVE,-1
462,"The music options are great, podcasts are great, but functionally it doesn't work half the time. You play a song and there is a bug that causes the app not to show the pause and play buttons. They don't reappear until I restart my phone. Have to force close the app to stop playing anything. Can't skip any songs. Really an app breaking bug.",NEGATIVE,-1
463,Better than the other satellite radio station offered. I like that you can customize your music. I have the premium subscription with no advertising great option.-,NEGATIVE,-1
464,"This app is great, if you are reading this you definitely need to download it",POSITIVE,-1
465,Still garbage. If I wasn't so deep into creating my library using Spotify I would use a different app. Constantly have to redownload everything for absolutely no discernable reason. App closed and reopened? Guess you're downloading your entire library for the third time this week.,NEGATIVE,-1
466,"I prefer free coz it always drive me crazy when i m choosing e wallet payment methode, gopay or telkomsel, all the same...",NEGATIVE,-1
467,"I'm giving this two stars for no other reason that Spotify intentionally screws over desktop users by denying them important features which are ONLY on the app. Why can't I block artists on desktop? Why force me to use the app? I'd use it anyway, but making me HAVE to is just kinda butts.",NEGATIVE,-1
468,I pay money for this every month and it is garbage. I've loved Spotify for years. Now they can't get it right. I'm seriously about to end my subscription and switch.,NEGATIVE,-1
469,"This is mony app no install this app, wink is best and gana is best appðŸ˜’ðŸ˜’",POSITIVE,-1
470,doesn't go past the loading page,NEGATIVE,-1
471,The free trial is great and when thats over there are only a few adds that x o me between you are your music.ðŸ˜ðŸ˜ŠðŸ‘ŒðŸ¤ŒðŸ¤ŸðŸ‘,POSITIVE,-1
472,"WOW MANY SONG DJ, ROCK,ROMANTIC, WOW THIS IS SO SUPER APP",POSITIVE,-1
473,"I've been using YouTube Music for 3 years but a few days ago I bought Spotify premium edition to see which one is better, To be honest Spotify has better playlists so it's a better app to find your new songs that you like but YouTube Music has a part that mixes songs for you but it changes every week so I think it's not good as Spotify is, But to be honest again YouTube Music has a better design for its app and if you won't spend money for Music application YouTube music's free edition is better",NEGATIVE,-1
474,"Worst audio quality in the market. It's more a social network, if you really like music this is not your app.",NEGATIVE,-1
475,Everything's fine about Spotify but the shuffle option often repeats tracks. Please improve shuffle option,POSITIVE,-1
476,Very poor when offline,NEGATIVE,-1
477,"This app is the best music app I have ever seen but there are some covers which are not here like ""Sure thing"" by BLACKPINK and ""Clarity"" by Jisoo...Pls update those in the app...other then this everything is awesome â¤ï¸â¤ï¸â¤ï¸",POSITIVE,-1
478,I used this and it was the best app for music,POSITIVE,-1
479,Crashes on android everytime I go full screen. I thought this was a mature app? Where is quality control?,POSITIVE,-1
480,"App is terrible. It always errors out, crashes, fails to display a toggle bar for whatever you are listening to in order to pause or skip ahead. How can such a big company have such an awful platform.",NEGATIVE,-1
481,It's easy to safe and play my favorite tunes. I have been able to hear and save everything that I requested to listen to.,POSITIVE,-1
482,App is good but had lot of trouble logging in once logged out,NEGATIVE,-1
483,I've been using Spotify since I first started using a phone. I can bear with the ads and everything but for some reason recently the music would just stop when I went to other apps and I'd have to start the song from the beginning again. It happened a couple times and I thought that it's okay but it's been happening so much recently its really getting on my nerves,NEGATIVE,-1
484,Ads are more I am not interested in this app i am deleting it,NEGATIVE,-1
485,Love using Spotify for whatever I like to listen to. Everything about it is AMAZING!! NO faults.,POSITIVE,-1
486,Spotify continues to surprise me with the depth of music available - always uplifts my day!,POSITIVE,-1
487,"Love the app, have had it for years, but I just got a new phone (Galaxy S22), and since then when I use Spotify, my queue doesn't pop up when I start listening, I can't pause or go back and forward in any podcast or song/playlist. Obviously this is annoying if you want to check how long is left on a podcast or song, or missed something that was said now can't hear again without starting over, or worse needing to pause for a variety of reasons. Please fix",NEGATIVE,-1
488,User friendly and makes good suggestions,POSITIVE,-1
489,"Highly Recommended. Mostly all the songs available, but, I wish there was some sort of thing in which we could request the songs we wanted to have but, overall it's actually way more better than any other music streaming app I've ever used. The ads are just a misconception. The ads are never TOO MUCH or back to back. They come occasionally which I guess is pretty tolerable for anyone who's not using the premium. Keep up with the good job.",POSITIVE,-1
490,Easy to use able to find the music I enjoy,POSITIVE,-1
491,"The app will not even open anymore. I logged out and since then it stays at the loading screen. I've tried reinstalling the app, restarting my phone, even tried waiting it out. Nothing. Just a big logo that never goes away.",NEGATIVE,-1
492,Good application for listening music and podcast,POSITIVE,-1
493,"It's a fun app, lots of diversity options.",POSITIVE,-1
494,"I am seriously considering looking for another music streaming aap. For weeks player keeps vanishing. Can't control this aap, pause or stop playing. It's not free application. This is ridiculous.",NEGATIVE,-1
495,This is a very good service for laptops and desktops but the new updates are totally ruining the experience for mobile users and making it horrible. There used to be a kebab menu (three dots) icon whenever you searched a song which allowed you to add it to a playlist directly. Now you must play the song before adding it to a playlist because the three dots disappeared. Also mobile users don't have the option of rearranging the songs on a playlist. Please resolve these issues ASAP.,NEGATIVE,-1
496,Compare as ganna Spotify is 10000%best i really love it !! Best app,POSITIVE,-1
497,Just let me view the creators songs not recommended songs. It's so annoying.,NEGATIVE,-1
498,"An offline version should be developed, Meanwhile the app is nice,appreciated.",POSITIVE,-1
499,There is a 30 second advertisement after each song and it is very irritating.,NEGATIVE,-1
500,Cut the ads Good ...........ðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥º,POSITIVE,-1
501,"WAYYY to restricting! This app annoys me because its literally Forcing me to buy premium. I shuffle in my playlist and it plays a completely different song i havent put in my playlist Its so annoying that i have to shuffle in order to get the song i want to play cause if i click a song, it doesn't even play it. I dont even get the song i wanna play! I only get 6 skips per hour and the updates they make are a HUGGEEE downgrade. Im done with this app.",NEGATIVE,-1
502,"I only really use this app for podcasts. I still don't understand why it will stop my current episode and then go to a random one. It's very annoying, happens daily.",NEGATIVE,-1
503,The suggestion according to my mood is amazing.,POSITIVE,-1
504,It did work at first then after a bit it started to play up I tryed unstalling it and installing it again and again and it still wouldn't work I really enjoy the app its just playing up so I just stoped using it,NEGATIVE,-1
505,Best streaming online music app.,POSITIVE,-1
506,I don't know if a bug or not u can open the app but just the logo that u can see I bin waiting for hours bat I can go to the app,NEGATIVE,-1
507,"Queue does not work, it seems it only queues the last song you added to the queue.",NEGATIVE,-1
508,Recently the app just seems to randomly stop and start playback. Often I have to restart the app because none of the playback tools work (it seems to be stuck on playing something) and this playback continues across everything else.,NEGATIVE,-1
509,this app is useless! so many times listening a podcasts and suddenly stopped and can't play it back until restart my phone and so many other issues that u don't expect from a company that big shame on you spotify really.,NEGATIVE,-1
510,It gives me a different song instead of playing what I wanted.,NEGATIVE,-1
511,This app sucks bcs the bug pls fix it when i tried to play something but the song is wrong,NEGATIVE,-1
512,Application isn't working with wifi,NEGATIVE,-1
513,"I Just Love this app!! It is the absolute ðŸ’¯ best music streaming service!! It allows you to create your own Playlist and will make one for you according to your taste. And has all the oldies, 80's, 90's and many Genres of music. Let's you get up close with the artist without all these hidden fees and Agenda!! And absolutely no commercials which makes me extremely happy!! Now if we could stream our favorite artist on tour or in concert and be able to see and listen live in our homes.ðŸ˜ðŸ˜",POSITIVE,-1
514,Love Spotify it's the best,POSITIVE,-1
515,"broken app, no more 30 mins of uninterrupted listening",NEGATIVE,-1
516,"I hate that i can't listen to what I want. I can't choose a song, and I have to wait and listen to the whole playlist to hear song i want. I also hate limited skips and how Spotify itself puts songs on my playlists. The sound quality is really good but you have to fix somethings",NEGATIVE,-1
517,ads more than songs,NEGATIVE,-1
518,Its a good app for music but the ads ðŸ˜… they are very annoying ðŸ˜¡ but I just bought a premium membership just a request give download option for free users,NEGATIVE,-1
519,Really a superb app but i give only 3 stars because there are one advertisement at a single song.so kindly avoid it,NEGATIVE,-1
520,"it always playing a few songs and 3 ads, and I don't know why",NEGATIVE,-1
521,Awesome experience on Spotify!,POSITIVE,-1
522,Add ability to better control volume when playing to Alexa speaker groups with multiple echos devices. Stop paying for Joe Rogans misinformation.,NEGATIVE,-1
523,Good until you plays the song I didn't like. Can't even switch to other song.,POSITIVE,-1
524,i just downloaded and it's stuck on the screen with the logo. fix this please! I haven't even logged on :'(,NEGATIVE,-1
525,"Love the app, always have. However, it's been nothing but issues recently. The ""now playing"" info doesn't show. So I can't pause or skip music. It also stops randomly and I have to close the app and go back in and press play again to start over the playlist since I can't just continue with no ""now playing"" bar.",NEGATIVE,-1
526,Excellent app for music lovers,POSITIVE,-1
527,I open the app just wont load so I can login why is that ?,NEGATIVE,-1
528,"I am a paid subscriber and have been using Android OS for >12 years; I know all the tricks. I cannot control the app or terminate a group session - none of the controls are working, even after stopping it from the OS app manager, clearing cache and data, and re-signing in. Unacceptable for a paid app.",NEGATIVE,-1
529,Overall the app is pretty good except that its a bit confusing on a phone rather than on a laptop. I also don't like how on a phone you can't choose what song you want to play from your playlist and you only get to hear a snippet of the song. Please change this because it comes to a very big disadvantage for people who do not wish to purchase premium.,NEGATIVE,-1
530,Best music app so far. I am a premium customer.,POSITIVE,-1
531,"After the update, Spotify doesn't load. It is stuck on the logo. I hope there is an immediate response regarding this issue. Thank you.",POSITIVE,-1
532,I love Spotify! I use this app everyday!ðŸ¥°,POSITIVE,-1
533,I'LL FU KING DONT UNDERSTAND HIW TO USE SPOTIFY NOW!!!!I LIKE THE OLD ONE.WHY U CHANGE IT? DONT DOWNLOAD GUYS..IF I CAN GIVE ZERO STAR I WILL GIVE ZERO STAR!!!!!!I HATE THISS PLEASE CHANCE IT BACK BC WHEN I WANT TO PLAY THE MUSIC..NOT THE MUSIC WILL COME OUT!!!! I LOVE SONG AND I HATE SPOTIFY FOR NOW,NEGATIVE,-1
534,Bad due to ads at sevral time,NEGATIVE,-1
535,Too too too much ads.,NEGATIVE,-1
536,Whenever I hear an ad on Spotify I vow I will never use that product,NEGATIVE,-1
537,"Absolutely excellent,I love it. It's j my acception.",POSITIVE,-1
538,Love it. You guys have built an excellent app. Moving music with new microultrasoundlowfreq waves would the next. Tesla would be proudly your sponsor. Congrats,POSITIVE,-1
539,"Good, Superb & Excellent music app",POSITIVE,-1
540,"Can't listen to songs offline, you need premium, other then that it's good.",POSITIVE,-1
541,Same songs keep repeating,NEGATIVE,-1
542,Spotify music app is very useful to attract people makes them for relation and happy. ðŸŽ¤ðŸŽ»ðŸŽ¹ðŸŽ§ðŸ‡¨ðŸ‡³ðŸ§§ðŸ‘˜ðŸ‰,POSITIVE,-1
543,Normally would've given this app 5 stars but I didn't because of the following reason: -Apps are supposed to be better than the web version but not with this app. The shuffle option is very frustrating to deal with when you just want to listen to one song on mobile. You'll have to go through multiple songs just to listen to the one song you wanted to listen to. What doesn't make sense is why I don't have this issue on my tablet but I do on my phone. Can't loop either. Please fix this issue.,NEGATIVE,-1
544,"Easier to use than Pandora for sure, the skip limit on here is bigger too",NEGATIVE,-1
545,I have downloaded this app about three times now and I can just log in or sign up..it keeps telling me am offline or try again even though I have strong network connection... This is not good at all,NEGATIVE,-1
52184,As a Dj this helps me play dinner music on weddings,POSITIVE,-1
52185,LIKE IT,POSITIVE,-1
52186,OK,POSITIVE,-1
52187,Amazing,POSITIVE,-1
52188,AMAZING,POSITIVE,-1
52189,Nice app,POSITIVE,-1
52190,Now we cant hear to the songs of our choice,POSITIVE,-1
52191,SONGGS ,POSITIVE,-1
52192,So nice app,POSITIVE,-1
52193,Its very good  And provide bast music ,POSITIVE,-1
52194,Very nice,POSITIVE,-1
52195,Its really good yrr I loved it this apps Is just wow,POSITIVE,-1
52196,Best song app ever,POSITIVE,-1
52197,Very good clear sounds good,POSITIVE,-1
52198,LOVE THE SINGER,POSITIVE,-1
52199,These app make people feels good,POSITIVE,-1
52200,Love this app,POSITIVE,-1
52201,Awesome ,POSITIVE,-1
52202,Amazing ,POSITIVE,-1
52203,Good,POSITIVE,-1
52204,it is good but Soo much ads,POSITIVE,-1
52205,Awesome app,POSITIVE,-1
52206,Great music,POSITIVE,-1
52207,I like this app Its good to relax and play games while listening to your favourite songs,POSITIVE,-1
52208,I have adds,POSITIVE,-1
52209,It would be cool to have a wrap feature accessible at any time Id really love to be able to see those stats any time I want to,POSITIVE,-1
52210,Its just that premium is required for everything now and the ads are honestly very conistent so yeah,POSITIVE,-1
52211,Good,POSITIVE,-1
52213,Very nice experience ,POSITIVE,-1
52214,My fav,POSITIVE,-1
52215,Amazing app for music I dont have Spotify premium but its still good anyways the only thing i dont like is that some songs Cluster- Slipknot for example Dont show lyrics even though it says it dose itd just a gray screen when you click on it Anyways love the app So excited for the next update Edit Spodify dosent open anymore Its annoying ,POSITIVE,-1
52216,Spotify was just the perfect app to listen to songs before its recent update It makes it hard for me to rewind a song or listen to my playlist without the shuffle option All I get now is a 1 min add after each song which has made this app anything but good to use,POSITIVE,-1
52217,Amazing,POSITIVE,-1
52218,I just like it because you can Play music and hook it up to your tv,POSITIVE,-1
52220,Just great,POSITIVE,-1
52221,Really good music streaming app,POSITIVE,-1
52222,Very energetic,POSITIVE,-1
52223,Oooo bhai maro mujhe marro,POSITIVE,-1
52224,As good as any other music app Ive tried,POSITIVE,-1
52240,Nice app,POSITIVE,-1
52241,I love it Thanks to who ever invented this  ,POSITIVE,-1
52242,Always fav one,POSITIVE,-1
52243,Great app,POSITIVE,-1
52244,Ok,POSITIVE,-1
52245,Great  ,POSITIVE,-1
52246,please change the plus button back to heart,POSITIVE,-1
52247,Amazing,POSITIVE,-1
52248,Great,POSITIVE,-1
52249,Cant log in with my mobile no Before I was using my mobile no To log in and I have a premium too,POSITIVE,-1
52250,Very good experience every time,POSITIVE,-1
52251,I love,POSITIVE,-1
52252,Very good songs group is there including 1970s onwards,POSITIVE,-1
52253,Great app Loves freedom of speech,POSITIVE,-1
52254,Love the Crossfade option and that with premium I can download my music is as a high of a quality as I want I love the discover weekly- where I find all my new songs,POSITIVE,-1
52255,Nice great audio quality mixing matches taste,POSITIVE,-1
52256,It is a brilliant music player ,POSITIVE,-1
52257,Awesomenever disappointed,POSITIVE,-1
52258,I love it its great I dont have any complaints,POSITIVE,-1
52259,amazing,POSITIVE,-1
52260,Best app,POSITIVE,-1
52261,I love it,POSITIVE,-1
52262,Adds overload,POSITIVE,-1
52263,Best app ever,POSITIVE,-1
52264,Spotify is way better than Pandora,POSITIVE,-1
52265,Good,POSITIVE,-1
52266,MUSIC  ,POSITIVE,-1
52267,Best app for song lisening and singing with lyrics,POSITIVE,-1
52268,love it,POSITIVE,-1
52269,Wonderful,POSITIVE,-1
52270,Best app ever they gave me 6 months premium for free now I get to listen what ever song I want,POSITIVE,-1
52271,OP,POSITIVE,-1
52272,I love Spotify ,POSITIVE,-1
52273,Nice,POSITIVE,-1
52274,One of the best apps that you can listen to All the music lovers can enjoy listening here,POSITIVE,-1
52275,Preaty sure thet this is best app for songs,POSITIVE,-1
52276,i enjoy this app when im doing school work,POSITIVE,-1
52277,Best music aap,POSITIVE,-1
52278,This is a incredible songs platform,POSITIVE,-1
52279,Khwak Thu Premium,POSITIVE,-1
52280,Good application but not sow lyricsplz do something,POSITIVE,-1
52281,Amazing,POSITIVE,-1
52282,I am really having a great time with spot since I really love listening to music at all times and now that I have it I do believe that this is a cloud nine for me as a music loverrrr,POSITIVE,-1
52283,It has amazing music I love listening to songs that bring good memories with friends and family,POSITIVE,-1
52284,Let kanye drop,POSITIVE,-1
52285,I love music ,POSITIVE,-1
52286,I really enjoy the app close to a 5-star rating Thank you I like how the app opens most of my Shazams I held off on the 5th star as the app uses a lot of my SD cards memory Might the free with ads version take up less space I previously stopped using Spotify when I realized the gigabytes it consumed,POSITIVE,-1
52287,PERFECT,POSITIVE,-1
52288,Nice app,POSITIVE,-1
52289,Thank you developers for develop this app,POSITIVE,-1
52290,Enjoyable App Keep it up guys,POSITIVE,-1
52291,Excellent,POSITIVE,-1
52292,Nice,POSITIVE,-1
52293,Best music app,POSITIVE,-1
52294,Wow,POSITIVE,-1
52295,bring back free shuffle,POSITIVE,-1
52296,Thank you,POSITIVE,-1
52297,I really enjoy with this facility,POSITIVE,-1
52298,Good,POSITIVE,-1
52299,Best app in my phone,POSITIVE,-1
52300,Wonderful,POSITIVE,-1
52301,Good,POSITIVE,-1
52302,Op,POSITIVE,-1
52303,Good app for tablet not for mobile,POSITIVE,-1
52304,PERFECT,POSITIVE,-1
52305,Good,POSITIVE,-1
52306,Good at music  ,POSITIVE,-1
52307,Good App,POSITIVE,-1
52308,So good music in that app,POSITIVE,-1
52309,Very good,POSITIVE,-1
52310,Perfect view and service,POSITIVE,-1
52311,NICE,POSITIVE,-1
52312,Nice,POSITIVE,-1
52313,Very good service,POSITIVE,-1
52314,This app used to be good when the main motto was supposed to be stream high quality music for free but now when people genuinely started loving the app Spotify is doing everything for making the users buy premium,POSITIVE,-1
52315,LOVE,POSITIVE,-1
52316,Good,POSITIVE,-1
52317,So Nice,POSITIVE,-1
52318,Nice ,POSITIVE,-1
52319,Ive been using these app for 4-5years now I like the UI and Everything in the App is just what my needs are,POSITIVE,-1
52320,When hand maneli be mujhe wapas Anna Anna,POSITIVE,-1
52321,I like this spotify is really sweet,POSITIVE,-1
52322,Its easy to use,POSITIVE,-1
52323,Good,POSITIVE,-1
52324,no vultures album,POSITIVE,-1
52325,Amazing ,POSITIVE,-1
52326,great,POSITIVE,-1
52327,GREAT,POSITIVE,-1
52328,Very good,POSITIVE,-1
52329,Good,POSITIVE,-1
52330,Just like an eww after latest ewwww,POSITIVE,-1
52331,It has been the best songs that i cant listen to on the radio Thank u so much spotify I love u ,POSITIVE,-1
52332,Love it,POSITIVE,-1
52333,Music playlists automatically suggested for you and they turn out to be exactly what you would wish to listen to,POSITIVE,-1
52334,I love listening to music and you can listen to all the songs,POSITIVE,-1
52335,Im greatful to listen songs on Spotify,POSITIVE,-1
52336,You know why,POSITIVE,-1
52337,i lovr musik,POSITIVE,-1
52338,I tried lot of music streaming appsbut this is the best sound quality everloved Spotify premium,POSITIVE,-1
52339,Always a great listening experience of playlist,POSITIVE,-1
52340,Nice,POSITIVE,-1
52341,its an awesome app with few adds yet Im enjoying using it ,POSITIVE,-1
52342,Abhiram abhiram,POSITIVE,-1
52343,The most reliable app to play music and enjoy life,POSITIVE,-1
52344,  3  2        3   1 ,POSITIVE,-1
52345,I really like it this app,POSITIVE,-1
52346,This app is very nice if we have to do other work we can do while listening songs ,POSITIVE,-1
52347,Good ,POSITIVE,-1
52348,Its pretty good so far enjoying all my favorites on SPOTIFY ,POSITIVE,-1
52349,Good,POSITIVE,-1
52350,like,POSITIVE,-1
52351,LIKE IT,POSITIVE,-1
52352,My app keeps crashing or is set to offline even though my data is on I wish I could add pictures but one day Im playing music in glorious bliss and the next Im being asked to add music or podcasts Where does my liked music and set lists go And this has happened three times within November and February Ive had to uninstall the app and reinstall I enjoyed it for a few days before my play lists disappear This is just frustrating And Im on premium in case you were wondering,POSITIVE,-1
52353,Spotify is a very nice music and podcast app but there is one problem now it gives limit it says to explore premium to listen songs this thing i didnt like Spotify idk this is a bug or what please fix it otherwise this app is to good for listening podcasts and music keep it up Spotify Thank you,POSITIVE,-1
52354,The Most advanced music app,POSITIVE,-1
52355,LOVE,POSITIVE,-1
52356,LOVE,POSITIVE,-1
52357,Nice,POSITIVE,-1
52358,Awesome as usual,POSITIVE,-1
52359,Adds and the new  features  are good they deserve a 0,POSITIVE,-1
52360,So much adds,POSITIVE,-1
52361,Very cool,POSITIVE,-1
52362,Pretty,POSITIVE,-1
52363,Lots and lots of podcasts Amazing app A lot of ads but its OK since its all free Thanks,POSITIVE,-1
52364,Love itmy go to,POSITIVE,-1
52365,COOL,POSITIVE,-1
52366,Thanks for providing intersecting music,POSITIVE,-1
52367,Great thats all I say,POSITIVE,-1
52368,Bekar app,POSITIVE,-1
52369,I love it Very good,POSITIVE,-1
52370,COOL,POSITIVE,-1
52371,Cool,POSITIVE,-1
52372,I love the experience Ive been using sportify since 2019 and its amazing unless its a premium version not the free one,POSITIVE,-1
52373,Mmmmmmmmmm nice lovely app ,POSITIVE,-1
52374,Check your phone no problem,POSITIVE,-1
52375,Amazing experience with Spotify and very reasonable prices for premium account And people need to understand whats good doesnt come free u have to pay atleast Spotify is letting u listen to music on its platform without paying any money and you get great quality sound,POSITIVE,-1
52376,Tu badal gayi hai re chinki,POSITIVE,-1
52377,So nice,POSITIVE,-1
52378,AMAZING,POSITIVE,-1
52379,LOVE THIS,POSITIVE,-1
52380,Again and again add premium oohhh,POSITIVE,-1
52381,Nice working,POSITIVE,-1
52382,Good Music For Entertainment ,POSITIVE,-1
52383,Wow,POSITIVE,-1
52384,Great app,POSITIVE,-1
52385,My favouraite songs ellame ketka mudiyuthu,POSITIVE,-1
52386,Good,POSITIVE,-1
52387,I Love my Spotify ,POSITIVE,-1
52388,Thank you so much for ur kindness atleast I can choose 4 or 5 songs I wanted,POSITIVE,-1
52389,Great for listening to music 5 stars,POSITIVE,-1
52390,Good song,POSITIVE,-1
52391,Enjoy play like Turns me on to new music Thanks,POSITIVE,-1
52392,Fantastic but there are many features which can be used after premium keep 2 to 3 features free amongst all of them,POSITIVE,-1
52393,Good,POSITIVE,-1
52394,Super songs,POSITIVE,-1
52395,I like this spotify becouse i like playing musics so for me 4 star,POSITIVE,-1
52396,This is a very good app for music listening,POSITIVE,-1
52397,Good,POSITIVE,-1
52398,Love it,POSITIVE,-1
52399,Great,POSITIVE,-1
52400,Best,POSITIVE,-1
52401,All the things work on premium,POSITIVE,-1
52402,It is good other then the ads,POSITIVE,-1
52403,Yes its too good app Ive been using it since one year and its too good but please improve your premium add problem,POSITIVE,-1
52404,Good,POSITIVE,-1
52405,Its a good application,POSITIVE,-1
52406,Been Spotify user since several years now I use it every single day It has changed how I listen and discover music Also the new genre tag story thingy works great Pstt I am an Android developer and would love to work for Spotify,POSITIVE,-1
52407,Best Music much better than YT music cool features,POSITIVE,-1
52408,Nannayittunde,POSITIVE,-1
52409,Ankushpal,POSITIVE,-1
52410,Wow,POSITIVE,-1
52411,Good,POSITIVE,-1
52412,Its a pretty good app but it could be better Would be nice if you could introduce a feature that tells the genre of songsalbums Also please do something about the connectivity Thanks,POSITIVE,-1
52413,Very nice,POSITIVE,-1
52414,Emiway bantai respect Emiway ki wajha se kiya hai,POSITIVE,-1
52415,I really moved by Gods presence in worship,POSITIVE,-1
52416,Easy to use,POSITIVE,-1
52417,It was good before that one update They made everything premium,POSITIVE,-1
52418,Excellent App ,POSITIVE,-1
52419,I like this app,POSITIVE,-1
52420,LIKE IT,POSITIVE,-1
52421,Yes this is so adorable and useful app,POSITIVE,-1
52422,I can turn my phone off and listen to my fav songs,POSITIVE,-1
52423,Ok,POSITIVE,-1
52424,Best music listening service there is,POSITIVE,-1
52425,Good,POSITIVE,-1
52426,Very good and simple,POSITIVE,-1
52427,Also,POSITIVE,-1
52428,I like this app because all of my favorite songs are already here,POSITIVE,-1
52429,Esta app es la mejor se encuenta la musica que quieres es buena hasta la tengo en mi computadora,POSITIVE,-1
52430,PLEASE BRING BACK THE HEART BUTTON FOR LIKED SONGS,POSITIVE,-1
52431,Best music app,POSITIVE,-1
52432,Song back front jarapali ana premium pack vasukovali,POSITIVE,-1
52433,The one thing for me that it doesnt include all and some of what I want need and searching for or prefer but Its good and I really enjoy it good job and thank you for your effort and quality Its good to use a good overall all quality or chic app so please focus on this if you may the chicness,POSITIVE,-1
52434,an every day use,POSITIVE,-1
52435,All the songs are here come download it,POSITIVE,-1
52436,So very Nice ,POSITIVE,-1
52437,Pp on Llol L,POSITIVE,-1
52438,I like it cool ,POSITIVE,-1
52439,Best app,POSITIVE,-1
52440,Absolutely love spotify A must for all music lovers especially if youre genres vary all the time Do yourself a favor and get premium Make your own playlists and look up any random song you here,POSITIVE,-1
52441,Its so useful thank you Spotify ,POSITIVE,-1
52442,Good,POSITIVE,-1
52443,Nice for listening to music I love it,POSITIVE,-1
52444,BEST THE BEST,POSITIVE,-1
52445,BEST ONE,POSITIVE,-1
52446,Its best,POSITIVE,-1
52447,It doesnt play the songs that you want to listen to it just does a different song you click on,POSITIVE,-1
52448,Spotify is great,POSITIVE,-1
52449,I love the app but even with premium i get add,POSITIVE,-1
52450,Super,POSITIVE,-1
52451,Its feels amazing to listen songs here cause the audio and quality is really good but it keep asking for getting a premium and pop up ads to get one  Otherwise its quite better than other apps,POSITIVE,-1
52452,Its a good streaming platform,POSITIVE,-1
52453,55 rating thats all,POSITIVE,-1
52454,Love it,POSITIVE,-1
52455,I very anjoyed this app with music ,POSITIVE,-1
52456,all love of music to the Swedes,POSITIVE,-1
52457,Excellent app,POSITIVE,-1
52458,best music app,POSITIVE,-1
52459,Amazing,POSITIVE,-1
52460,This is a really good app Music quality is great the only reason I gave it 3 stars is because you need to pay to listen to music off-line and on top of that you need to pay for it Its 1299 and even though its cheap at first it will cost you more over time Id love if there was a longer free trial for around 3 months or it can depend on what subscription you want to buy,POSITIVE,-1
52461,Clear sounds with lots of choices,POSITIVE,-1
52462,Great app for music ,POSITIVE,-1
52463,its not to be okay its dont show the lyrics and the song we can not listen it again SORRY to say  but SPOTIFY is really its was good but now,POSITIVE,-1
52464,Brilliant I can get all the old songs from the 40s 50s for my 87 year old poorly mum Small price to pay for happiness ,POSITIVE,-1
52465,Very good,POSITIVE,-1
52466,Amazing service,POSITIVE,-1
52467,great app,POSITIVE,-1
52468,I love this app I can play any song in the world,POSITIVE,-1
52469,Thank,POSITIVE,-1
52470,Its a great experience if you have Spotify premium on your phone you can listen to your playlist anywhere,POSITIVE,-1
52471,GOOD,POSITIVE,-1
52472,I love Spotify,POSITIVE,-1
52473,Good ,POSITIVE,-1
52474,LIKE,POSITIVE,-1
52475,Good,POSITIVE,-1
52476,Love it,POSITIVE,-1
52477,Best app for every song,POSITIVE,-1
52478,So Far I love it It has kept me from going crazy Like The Other Music apps,POSITIVE,-1
52479,I love this app because i made songs and my song writing is Aalayla,POSITIVE,-1
52480,Spotify is a good app for music lover i love this app Nice app good,POSITIVE,-1
52481,Great app for what I need music,POSITIVE,-1
52482,W rizz,POSITIVE,-1
52483,One word amazing Though it would be helpful if some updates is made to the sort options and if one can search for songs by lyrics,POSITIVE,-1
52484,Its good,POSITIVE,-1
