index,word,definition,anomaly
41772,potato,"The word ""potato"" refers to a starchy, tuberous crop that is widely cultivated as a vegetable. It belongs to the species Solanum tuberosum and is a staple food in many cultures. Potatoes are typically round or oval in shape and have brown, yellow, or red skin with white, yellow, or purple flesh. They can be prepared in various ways, including boiling, baking, frying, or mashing, and are rich in carbohydrates, vitamins, and minerals.",-1
41773,purpose,"The word ""purpose"" refers to the reason for which something is done or created, or for which something exists. It can also denote an intention or objective that one aims to achieve. In summary, it signifies the underlying goal or motivation driving actions or the existence of something.",-1
41774,prose,"Prose is a form of written or spoken language that follows natural flow and grammatical structure, as opposed to the more structured and rhythmic patterns found in poetry. It is the typical form of writing used in everyday communication, novels, essays, and articles, characterized by complete sentences and organized paragraphs. Prose can be both fiction and nonfiction, encompassing a wide range of styles and genres.",-1
41775,play,"The word ""play"" can have several meanings in English, depending on the context:

1. **Verb**: To engage in an activity for enjoyment and recreation rather than a serious or practical purpose. For example, children often play games.

2. **Noun**: A form of literary work, particularly a dramatic composition intended for performance in a theater, where actors portray characters and convey a story (e.g., Shakespeare's ""Hamlet"").

3. **Noun**: An activity or game that involves physical or mental engagement for amusement, such as sports or board games.

4. **Verb**: To perform on a musical instrument (e.g., to play the piano).

5. **Noun (in sports)**: A specific action or movement during a game or match (e.g., a defensive play in football).

Overall, ""play"" encompasses a wide range of activities related to fun, performance, and engagement in various forms.",-1
41776,out,"The word ""out"" is a versatile preposition, adverb, and adjective in English. Here are some of its primary definitions:

1. **Adverb**:
   - **Outside**: Indicates movement or position away from the inside (e.g., ""She went out for a walk"").
   - **Not in**: Refers to being no longer included or present in a particular context (e.g., ""He was out of the game"").
   - **Emphasizing completion**: Used to show that something has been completely used or exhausted (e.g., ""We're out of coffee"").

2. **Preposition**:
   - Indicates direction away from a place (e.g., ""The cat jumped out of the box"").

3. **Adjective**:
   - **Not in hiding**: Can describe someone who is publicly known to identify with a certain status, such as being openly gay (e.g., ""He is out and proud"").
   - **Unavailable or exhausted**: Describes items that are not available (e.g., ""The store is out of stock"").

4. **Noun**:
   - An instance of being out (e.g., in baseball, a player is considered ""out"" when they are no longer in play).

These definitions illustrate the various uses of ""out"" in different contexts.",-1
41777,probable,"The word 'probable' is an adjective that describes something that is likely to happen or to be true based on available evidence or reasoning. It suggests a greater than even chance, but not certainty. In statistical or philosophical contexts, it implies a degree of probability that something will occur or is the case.",-1
41778,paper,"The word ""paper"" can refer to several things:

1. **Material**: A thin material produced by pressing together moist fibers, typically cellulose pulp derived from wood, rags, or plants, and drying them into flexible sheets. It is commonly used for writing, printing, packaging, and various crafts.

2. **Document**: A written or printed work consisting of pages, such as an article, essay, report, or other forms of written communication. 

3. **Newspaper**: A publication containing news, articles, advertisements, and other information, usually issued daily or weekly.

4. **Academic Work**: A formal written assignment or research study submitted for academic assessment, often referred to as a ""research paper"" or ""term paper.""

5. **Legal Document**: Refers to documents that have legal significance, such as contracts, deeds, or official records.

The context in which the word is used will usually clarify its intended meaning.",-1
41779,private,"The word 'private' is an adjective that refers to something that is intended for or restricted to the use of a particular person or group. It can denote confidentiality, personal matters that are not meant to be shared or disclosed publicly, or spaces and activities that are not open to others. For example, ""a private conversation"" suggests a discussion meant only for the involved individuals, while ""private property"" indicates land owned by an individual or group rather than the public. In a broader sense, it can also relate to aspects of life that are kept away from public view or attention.",-1
41780,nerve,"The word ""nerve"" has several meanings in English:

1. **Anatomy**: Refers to a fibrous structure in the body that transmits impulses of sensation, motion, and reflexes between the brain and various parts of the body. Nerves are a crucial part of the nervous system.

2. **Courage/Bravery**: Informally, ""nerve"" can refer to boldness or audacity, typically in the context of doing something challenging or intimidating. For example, ""It took a lot of nerve to confront her boss about the issue.""

3. **Anxiety/Tension**: The term can also describe a state of mental unrest or apprehension, as in the phrase ""to get on someone's nerves,"" which means to irritate or annoy someone.

4. **Motivation/Determination**: In a broader sense, it can refer to the quality of being resolute or having a strong will to achieve something.

These definitions illustrate the versatility of the term ""nerve"" in different contexts.",-1
41781,punishment,"The word ""punishment"" refers to the infliction of a penalty or a consequence on someone for a wrongdoing or an offense. It is often intended to deter future misconduct, rehabilitate the offender, or provide retribution. Punishment can take various forms, including physical, emotional, legal, or social repercussions.",-1
41782,question,"The word 'question' can be defined as follows:

**Noun**: A sentence or phrase that seeks information, typically requiring a response. It can also refer to an inquiry or a doubt about something.

**Verb**: To ask someone about something in order to get information or clarification; to express doubt or challenge the validity of something. 

Example sentences:
- Noun: ""She asked a difficult question during the lecture.""
- Verb: ""He decided to question the decision made by the committee.""",-1
41783,quality,"The word ""quality"" refers to the standard or degree of excellence of something. It can denote the intrinsic characteristics or attributes of an object, person, or service that distinguish it from others. Quality can also refer to the nature or essence of something, such as its overall attributes that determine its value or merit. In different contexts, ""quality"" might relate to various aspects such as durability, performance, reliability, or aesthetic appeal.",-1
41784,quick,"The word ""quick"" is an adjective that generally means fast in movement, action, or performance. It can describe someone or something that is able to move or respond with speed. Additionally, ""quick"" can also refer to something that is achieved or completed in a short amount of time. 

For example:
1. A quick runner – someone who runs fast.
2. A quick decision – a decision made promptly.

In different contexts, ""quick"" can also imply a certain level of efficiency or agility.",-1
41785,plane,"The word ""plane"" can have several meanings in English:

1. **A flat or level surface**: In geometry, a plane is an infinitely extending two-dimensional surface with no thickness, characterized by two dimensions (length and width).

2. **An aircraft**: Colloquially, ""plane"" refers to a powered flying vehicle with fixed wings, commonly known as an airplane.

3. **A tool for smoothing or shaping wood**: In carpentry, a plane is a hand tool used for shaving or cutting wood to create a flat surface.

4. **A level of existence or thought**: The term can also refer to a particular level, realm, or aspect of something, such as in discussions of spiritual or intellectual planes.

5. **To make smooth or flat**: As a verb, ""to plane"" means to smooth or shape something using a plane tool, or to make something level.

The context in which the word ""plane"" is used will determine its specific meaning.",-1
41786,order,"The word ""order"" has several meanings in English, depending on the context in which it is used. Here are some of the primary definitions:

1. **Arrangement**: The arrangement or organization of items or elements in a particular sequence or structure. For example, ""the books were placed in alphabetical order.""

2. **Command**: A directive or instruction given by someone in authority. For example, ""The manager gave an order to complete the project by Friday.""

3. **Request for Goods**: A request made to a seller to provide goods or services. For example, ""I would like to place an order for a new laptop.""

4. **Condition**: A state of being where things are organized, functioning well, or free from disorder. For example, ""The room was in order after the cleaning.""

5. **Social or Legal System**: A structured system or established customs and practices within society, often referring to social order or legal order.

6. **Mathematical or Scientific Term**: In mathematics, ""order"" can refer to the number of elements in a set, the degree of a polynomial, or the sequence of operations in calculations.

These definitions illustrate the versatility of the word ""order"" in the English language.",-1
41787,porter,"The word ""porter"" has a few meanings in English:

1. **General Definition**: A porter is a person whose job is to carry or transport items, especially luggage or goods. This role is often found in hotels, airports, and train stations, where porters assist travelers by carrying their bags and belongings.

2. **Specific Contexts**:
   - In a restaurant or hotel setting, a porter may be responsible for managing guests' bags and assisting with their arrival or departure.
   - In historical contexts, a porter might also refer to a gatekeeper or doorkeeper.

3. **Beer**: In the context of beverages, a porter is a type of dark beer that is made using roasted malt or roasted barley, giving it a rich flavor and dark color.

Overall, the term ""porter"" generally conveys the idea of someone who carries burdens or goods.",-1
41788,price,"The word ""price"" refers to the amount of money or equivalent value that is required, asked for, or given in exchange for something. It can represent the cost of goods or services and is often expressed in monetary units. Additionally, ""price"" can also denote the value or worth of something in a broader sense, including non-monetary contexts such as the consequences of an action or the sacrifices made for something.",-1
41789,rain,"The word 'rain' refers to the precipitation in the form of water droplets that fall from clouds in the atmosphere to the Earth's surface. It occurs when atmospheric moisture condenses and becomes heavy enough to overcome air resistance and fall due to gravity. Rain is an essential part of the water cycle and plays a crucial role in replenishing freshwater sources, nurturing ecosystems, and supporting agriculture.",-1
41790,power,"The word ""power"" has several meanings in English, including:

1. **Physical Power**: The ability or capacity to perform work or exert force; often measured in terms of energy or strength.
   
2. **Authority or Control**: The ability or right to make decisions, enforce rules, or influence others; often associated with political or social authority.

3. **Energy**: In physics, power refers to the rate at which work is done or energy is transferred, typically measured in watts.

4. **Political Power**: The influence or capacity to affect the behavior of people or the course of events within a society or organization.

5. **Mathematical Power**: In mathematics, power refers to the exponent that indicates how many times a number (the base) is multiplied by itself (e.g., in \(2^3\), the power is 3).

6. **Mechanical Power**: In engineering, power can refer to the output of a machine or engine, typically in the context of its ability to do work over time.

Overall, ""power"" encapsulates concepts of strength, influence, energy, and capability in various contexts.",-1
41791,protest,"The word ""protest"" can be defined as:

1. **Noun**: A statement or action expressing disapproval of or objection to something. It often involves a public demonstration or rally where individuals or groups voice their concerns or opposition to policies, actions, or situations they find unjust or unacceptable.

2. **Verb**: To express an objection to something, typically in a public manner. This can involve speaking out, demonstrating, or engaging in activities aimed at conveying dissent or disagreement.

In both usages, the concept of protest is connected to advocating for change or expressing dissatisfaction with the status quo.",-1
41792,produce,"The word ""produce"" can function as both a verb and a noun.

As a verb, ""produce"" means:
1. To create or bring forth something; to generate or manufacture.
2. To cause a particular result or outcome.
3. To yield or supply items, especially in the context of agriculture (e.g., fruits and vegetables).

As a noun, ""produce"" refers to:
1. Fresh fruits and vegetables; agricultural products that are sold or marketed.

Examples:
- Verb: The factory will produce a new line of products next month.
- Noun: I went to the market to buy some fresh produce for dinner.",-1
41793,quiet,"The word ""quiet"" is an adjective that describes a state of low noise or an absence of loud sounds. It can also refer to a peaceful or calm environment. Additionally, ""quiet"" can be used as a noun to refer to a state of calmness or stillness. As a verb, it means to make something or someone quiet. For instance:

- Adjective: ""The library is a quiet place to study.""
- Noun: ""She enjoyed the quiet of the early morning.""
- Verb: ""He tried to quiet the crowd.""",-1
41794,public,"The word ""public"" is an adjective that refers to something that is open or accessible to all people, not restricted to a specific group. It can describe entities, services, or spaces that are intended for use by the general community, such as public parks, public transportation, or public meetings. As a noun, ""public"" can denote the people collectively, particularly in relation to their interests or activities in society. Additionally, ""public"" can convey notions of visibility and exposure, as in public opinion or public affairs.",-1
41795,position,"The word ""position"" has several meanings in English:

1. **Location or place**: Refers to a specific point or area where something is situated.
   - Example: ""The statue was in a prominent position in the park.""

2. **Role or status**: Indicates a person's rank or standing within a context, such as a job or organization.
   - Example: ""She was promoted to a leadership position.""

3. **Condition or situation**: Describes the circumstances or context of something or someone.
   - Example: ""The economy is in a better position now than it was last year.""

4. **Posture or arrangement**: Refers to the way someone or something is situated or arranged, particularly in terms of physical stance.
   - Example: ""He assumed a defensive position.""

5. **Opinion or viewpoint**: Represents a particular stance or perspective on an issue.
   - Example: ""The company's position on climate change is clear.""

Each of these definitions captures a different aspect of the term ""position,"" highlighting its versatility in various contexts.",-1
41796,polish,"The word ""polish"" can have several meanings depending on the context:

1. **As a verb**: To make something smooth and shiny by rubbing it, often by applying a substance (like wax or polish). For example, ""She polished the silverware until it gleamed.""

2. **As a noun**: A substance used to smooth or shine a surface. For example, ""She applied a coat of car polish to enhance its appearance.""

3. **As an adjective**: It can refer to something that is refined or elegant (though this usage is less common). For example, ""His presentation had a polished quality.""

Overall, the term generally relates to improving the surface or quality of an object or skill.",-1
41797,ready,"The word ""ready"" is an adjective that means:

1. Prepared for use or action; in a state of completion or readiness.
2. Available for immediate action or response.
3. Willing or eager to do something.

For example, if someone says they are ""ready to go,"" it means they have completed necessary preparations and are set to leave or engage in an activity.",-1
41798,pull,"The word ""pull"" is a verb that means to exert force on something in order to move it toward oneself or in a specified direction. It can also refer to the action of drawing or tugging an object, such as pulling a door open or pulling a rope. As a noun, ""pull"" can refer to the act of pulling, the influence or power to persuade or attract, or to the physical strength needed to move something. 

Additionally, ""pull"" can have various idiomatic meanings, such as having 'pull' in a social or professional context, indicating influence or connections.",-1
41799,print,"The word ""print"" has several meanings in English:

1. **Verb**: To produce text or images on a surface, typically paper, using a printing press, printer, or similar device. For example, ""I need to print the document for the meeting.""

2. **Noun**: A copy of text or an image produced through printing. For example, ""I have a print of the famous painting.""

3. **Noun**: The impression created by printing, often referring to the style or format of text (e.g., ""The document is in large print"").

4. **Noun**: A mark or pattern made by pressing something against a surface, such as a fingerprint or a shoe print.

Each meaning conveys a slightly different context, but they all relate to the concept of producing or reproducing visual information.",-1
41800,pipe,"The word ""pipe"" can have several meanings depending on the context:

1. **Noun**:
   - A tube made of metal, plastic, or other materials used for conveying liquids, gases, or other substances.
   - A musical instrument, typically made of wood or metal, such as a flute or a bagpipe.
   - A pipe used for smoking tobacco or other substances.
   - A tube in a plumbing system or a network of pipes within a building.

2. **Verb**:
   - To convey something through a pipe, often used in the context of sending data or messages electronically (e.g., ""to pipe data"").
   - To play a musical instrument, particularly a pipe or flute.
   - To decorate food by forcing it through a decorative nozzle.

The specific meaning is usually determined by the context in which the word is used.",-1
41801,rat,"The word ""rat"" can refer to:

1. **Noun**: A medium to large rodent of the genus Rattus, typically characterized by a long tail and a pointed snout. Rats are known for their adaptability and are often found in urban environments. They can be pests, as they may carry diseases and damage property.

2. **Noun (slang)**: A person who betrays others or is disloyal; often used to describe someone who informs on others, particularly in a criminal context.

3. **Verb**: To inform on someone, especially in a traitorous manner; to betray or denounce someone.

Depending on context, the meaning can vary significantly, so it's important to consider how the word is used.",-1
41802,reason,"The word ""reason"" can function as both a noun and a verb, and it has several meanings:

As a noun:
1. A cause, explanation, or justification for an action or event. For example, ""He had a good reason for being late.""
2. The power of the mind to think, understand, and form judgments logically. For instance, ""Using reason is essential for making informed decisions.""
3. A basis for a conclusion or opinion. For example, ""Her reasons for choosing that university were compelling.""

As a verb:
1. To think, understand, and form judgments logically. For example, ""She can reason through complex problems effectively.""

Overall, ""reason"" encompasses the concepts of logical thinking, justification, and cause-effect relationships.",-1
41803,put,"The word ""put"" is a verb that generally means to place something in a particular position or location. It can also refer to causing someone or something to be in a certain state or condition. The verb can be used in various contexts, including physical actions (like putting an object down) or more abstract uses (like putting someone in a good mood). Additionally, ""put"" can function as a noun in some contexts, often related to a position or situation.

Here are some examples of its uses:
- To place: ""Please put the book on the shelf.""
- To cause to be: ""She was put in charge of the project.""
- To express: ""He put his feelings into words.""

Overall, ""put"" is a versatile word with multiple meanings depending on context.",-1
41804,respect,"The word ""respect"" noun refers to a feeling of admiration or consideration for someone or something based on their qualities, achievements, or abilities. It can also indicate the regard one has for the rights, feelings, or traditions of others. As a verb, ""respect"" means to hold in esteem or to recognize and appreciate the worth or rights of someone or something.",-1
41805,request,"The word ""request"" is a noun and a verb. 

As a noun, it refers to an act of asking for something to be given or done, typically in a polite or formal manner. For example, ""She made a request for additional resources.""

As a verb, it means to formally ask for something. For example, ""He requested a copy of the report.""

Overall, ""request"" involves the act of seeking something from someone else, often implying a degree of politeness or formality.",-1
41806,reaction,"The word ""reaction"" has several meanings, but primarily it refers to:

1. **In Chemistry**: A process in which substances interact to form new substances. This includes chemical changes where reactants transform into products.

2. **In General Use**: A response or reply to a stimulus, situation, or other events. This can include emotional reactions (like happiness or anger), physical responses (like flinching), or decisions made as a result of circumstances.

3. **In Physics**: The force exerted by an object in response to another force, often discussed in the context of Newton's third law of motion (""for every action, there is an equal and opposite reaction"").

Overall, ""reaction"" encompasses both the processes in scientific contexts as well as everyday behavioral responses.",-1
41807,property,"The word ""property"" has several meanings in English:

1. **Real Estate**: It refers to land and any buildings or structures on it. For example, a house, a commercial building, or a parcel of land can all be considered properties.

2. **Ownership**: It denotes something that is owned by an individual or entity, including tangible assets (like vehicles, furniture, or equipment) as well as intangible assets (like stocks or patents).

3. **Characteristics or Attributes**: In a broader sense, ""property"" can refer to the characteristics or qualities of an object, idea, or substance. For example, properties of water include its ability to freeze or evaporate.

4. **Legal Rights**: It encompasses the legal rights associated with ownership, including the right to use, sell, lease, or dispose of a particular asset.

Each of these definitions relates to different contexts, such as legal, real estate, and scientific discussions.",-1
41808,present,"The word ""present"" can function as a noun, verb, or adjective, and its meaning can vary based on usage:

1. **As a noun**:
   - A gift or an item given to someone, often on a special occasion (e.g., ""I received a present for my birthday"").
   - A moment in time that is current and ongoing (e.g., ""Living in the present is important"").

2. **As a verb**:
   - To give or hand over something formally (e.g., ""She will present her findings at the conference"").
   - To show or display something (e.g., ""The exhibition will present works by various artists"").

3. **As an adjective**:
   - Existing or occurring now; current (e.g., ""The present situation requires immediate attention"").
   - Being in a particular place (e.g., ""All members must be present at the meeting"").

Each usage reflects different nuances, but all relate to the concepts of existence or giving in a certain context.",-1
41809,ray,"The word ""ray"" can have several meanings:

1. **Geometry**: In mathematics, a ray is a straight line that starts at a point and extends infinitely in one direction. It has a single endpoint and continues without end in the other direction.

2. **Light**: A ray can refer to a narrow beam of light or other forms of energy, such as a ray of sunshine or a laser beam.

3. **Radiation**: In physics, ""ray"" can refer to a line of radiation, such as X-rays or gamma rays, which are forms of high-energy electromagnetic radiation.

4. **Marine Life**: A ray is also a type of cartilaginous fish belonging to the order Myliobatiformes, which includes species like stingrays and manta rays, characterized by their flattened bodies and long, wing-like pectoral fins.

5. **Metaphorical Use**: The term ""ray"" can be used metaphorically to denote a small amount or glimmer of something, such as hope, as in ""a ray of hope.""

These definitions illustrate the versatility of the word ""ray"" in different contexts.",-1
41810,pocket,"The word ""pocket"" can refer to several meanings:

1. **Noun**: A small bag-like compartment sewn into or onto clothing, used for carrying small items. For example, a shirt pocket or a pants pocket.

2. **Noun**: A similar compartment used in bags or other items designed for carrying, such as a handbag or backpack.

3. **Noun**: An enclosed space or area, which can also refer to a small area with a particular purpose or function, such as a pocket of air or water.

4. **Verb**: To put something into a pocket or to conceal something in a pocket. For example, ""He pocketed the coin.""

5. **Verb**: To take or keep for oneself, often in a way that is considered dishonest or unethical. For example, ""She pocketed the extra change.""

The term can be used in various contexts, including fashion, everyday life, and informal speech.",-1
41811,place,"The word ""place"" can be defined as follows:

1. **Noun**: A particular position or point in space; a location or area. For example, ""She found a nice place to sit.""
2. **Noun**: A specific position in a sequence or order; a ranking. For example, ""He finished in first place.""
3. **Noun**: A setting or environment in which events occur; a context or situation. For example, ""This is a place of great importance.""
4. **Verb**: To put or set something in a particular position; to arrange or locate. For example, ""Please place the book on the shelf.""
5. **Verb**: To establish or assign a particular role, situation, or responsibility. For example, ""She was placed in charge of the project.""

Overall, ""place"" encompasses both physical locations and abstract concepts related to positioning or roles.",-1
41812,relation,"The word 'relation' has several meanings in English:

1. **Connection or Association**: It refers to the way in which two or more concepts, objects, or people are connected. For example, ""There is a relation between study habits and academic performance.""

2. **Family Connection**: It can denote a connection by blood or marriage; for instance, a relative or family member. For example, ""He is my relation by marriage.""

3. **Narrative or Account**: It can also refer to a narration or report about something, such as an account of events. For example, ""She provided a detailed relation of her travels.""

Overall, the term encapsulates the idea of connections or links in various contexts, whether personal, conceptual, or narrative.",-1
41813,road,"The word ""road"" refers to a wide way leading from one place to another, typically paved, designed for the passage of vehicles and pedestrians. Roads can vary in size, surface quality, and purpose, ranging from small paths to major highways. They are essential components of transportation infrastructure, facilitating travel and commerce.",-1
41814,red,"The word ""red"" is an adjective and a noun that primarily refers to a color. As an adjective, it describes something that has the hue of red, which is one of the visible spectra and is typically associated with the color of blood, ripe tomatoes, or certain types of fire. In terms of perception, red is often considered warm and is associated with strong emotions such as love, anger, and passion.

As a noun, ""red"" refers to the color itself. Additionally, in various contexts, ""red"" can symbolize different concepts, such as danger (as in red traffic signals), love and romance (as in red roses), or communism (in political contexts).

In summary:
- **Adjective**: Having the color red.
- **Noun**: The color red.",-1
41815,religion,"The word 'religion' refers to a system of beliefs, practices, and values that often involves the worship of a higher power or deity. It typically encompasses moral codes, rituals, and a community of followers. Religions may address questions of existence, purpose, and the nature of the universe, and they can include various institutions, texts, and traditions that guide the beliefs and practices of their adherents. Additionally, religion can play a significant role in cultural identity and social cohesion.",-1
41816,roof,"The word ""roof"" refers to the upper covering of a building or structure. It serves as a protective layer that shelters the interior from weather elements such as rain, snow, and sunlight. Roofs can be made from various materials, including shingles, tiles, metal, or thatch, and they can come in different shapes and designs. Additionally, in a broader context, ""roof"" can also refer to the upper limit or highest point of something.",-1
41817,reward,"The word ""reward"" refers to something given in recognition of one's service, effort, or achievement. It can be a tangible benefit, such as money or a gift, or an intangible one, such as praise or satisfaction. In general, a reward serves to encourage positive behavior or to acknowledge success.",-1
41818,rhythm,"The word 'rhythm' refers to a strong, regular, repeated pattern of movement or sound. In music, rhythm is the timing of notes and chords in a piece, typically involving aspects like beat, meter, and tempo. In a broader sense, rhythm can also pertain to the regular recurrence of events or patterns in everyday life, including the natural cadence of speech or the organization of poetry.",-1
41819,regret,"The word ""regret"" is a verb that means to feel sorrow or remorse for something that has happened or for a missed opportunity. It can also be used as a noun to refer to the feeling of sadness or disappointment over something that one wishes had been different. For example:

- As a verb: ""I regret not taking that job offer.""
- As a noun: ""She felt a deep regret about her decision.""",-1
41820,rest,"The word 'rest' can have several meanings, depending on the context:

1. **Noun**: A period of rest or inactivity; a break from work or exertion. For example, ""I need a rest after working all day.""
2. **Noun**: The remaining part of something. For example, ""The rest of the cake is in the fridge.""
3. **Verb**: To cease work or movement in order to relax or recover strength or energy. For example, ""She decided to rest for a while before continuing her studies.""
4. **Verb**: To rely or depend on something for support or comfort. For example, ""You can rest assured that everything will be fine.""

Overall, 'rest' generally conveys the idea of taking a break, recuperation, or remaining in a state of inactivity.",-1
41821,same,"The word ""same"" is an adjective that means identical, similar, or unchanged; it refers to something that is not different from something else or is of the same kind or quality. For example, if you say two items are the same, you are indicating that they are alike or have no differences. It can also be used as a pronoun to refer to a thing or person previously mentioned, emphasizing that it is the exact one.",-1
41822,push,"The word ""push"" is a verb that means to exert force on something in order to move it away from oneself or to apply pressure to it. It can also refer to encouraging or urging someone to take action or to do something. Additionally, ""push"" can be used as a noun to describe the act of pushing or the force applied. 

Examples of usage:
- Verb: ""She needs to push the door open.""
- Noun: ""With one final push, he got the cart to move."" 

The term can also have figurative meanings, such as advocating for a particular idea or initiative.",-1
41823,reading,"The word ""reading"" refers to the action or skill of interpreting written or printed material. It involves recognizing words and making sense of the text to comprehend its meaning. Reading can also refer to the process of understanding and analyzing information from various sources, such as books, articles, or other documents. Additionally, ""reading"" can denote a specific instance of reading something, such as ""a reading of the text."" It can also relate to the interpretation or understanding of signals, data, or symbols in various contexts, like ""a temperature reading.""",-1
41824,ring,"The word ""ring"" can have multiple meanings depending on the context:

1. **Noun**: A circular band, typically made of metal, worn as ornamental jewelry on a finger, often symbolizing marriage or engagement.
2. **Noun**: A shape or object that is round and has no beginning or end, such as a loop or circular area.
3. **Noun**: A sound, especially one produced by a bell or a telephone.
4. **Verb**: To form a circle around something, or to encircle.
5. **Verb**: To make a sound, often used in the context of a telephone ringing.

These definitions illustrate the various uses of the word ""ring"" in the English language.",-1
41825,scissors,"""Scissors"" is a noun that refers to a hand-operated cutting instrument with two sharp blades that pivot on a common axis. The blades are usually made of metal and are designed to cut through various materials, such as paper, cloth, or hair, by applying pressure to the handles which brings the blades together. Scissors are commonly used in tasks ranging from arts and crafts to sewing and grooming.",-1
41826,receipt,"The word ""receipt"" has a couple of primary definitions:

1. **Noun**: A document that serves as proof of a transaction or payment, typically given to the buyer by the seller. It includes details such as the date, items purchased, amount paid, and payment method.

2. **Noun**: The act of receiving something, such as goods or money. 

3. **Verb (less common)**: To acknowledge the receipt of something, often used in formal contexts.

In essence, a receipt is a written acknowledgment that something has been received or a record of a transaction.",-1
41827,science,"Science is a systematic enterprise that builds and organizes knowledge in the form of testable explanations and predictions about the universe. It involves the observation, identification, description, experimental investigation, and theoretical explanation of natural phenomena. The scientific method, which includes formulating hypotheses, conducting experiments, and analyzing data, is central to scientific inquiry. Science encompasses various disciplines, including physics, chemistry, biology, and earth sciences, among others.",-1
41828,river,"A river is a large, flowing body of freshwater that typically moves toward an ocean, sea, or lake. It is characterized by a defined channel, banks, and a continuous flow, often sourced from precipitation, melting snow, or springs. Rivers are important components of the hydrological cycle and play a crucial role in ecosystems, transportation, and human settlement.",-1
41829,rail,"The word ""rail"" has several meanings in English:

1. **Noun (transportation)**: A rail refers to a horizontal bar or a set of bars made of steel or other materials, used as a track for trains or rail vehicles. It can also refer to the system of tracks, the railway.

2. **Noun (barrier)**: A rail can also mean a barrier or a guard, often found on stairs or balconies to prevent falls.

3. **Verb**: To rail means to complain or protest strongly against something; to express objections or criticisms in a harsh or vigorous manner.

4. **Noun (bird)**: In zoology, a rail is a type of bird belonging to the family Rallidae, which are often found in wetlands and are known for their elongated bodies and short tails.

These definitions highlight the versatility of the word ""rail"" in different contexts.",-1
41830,rice,"Rice is a noun that refers to the edible grain produced by the plants of the genus Oryza, especially Oryza sativa, and is a staple food for a large part of the world's population. It is typically small, white, or brownish in color, and is used in various culinary dishes worldwide, often cooked by boiling or steaming. Additionally, ""rice"" can also refer to the plant itself, which is cultivated in paddies or fields, and can describe a type of starchy dish made with this grain.",-1
41831,rough,"The word ""rough"" is an adjective that has several meanings:

1. **Texture**: It describes a surface that is not smooth or even; for example, a rough stone or a rough piece of wood.

2. **Harshness or Coarseness**: It can refer to something that is harsh, abrasive, or not refined, such as rough manners or a rough voice.

3. **Unfinished or Unpolished**: It may indicate a lack of refinement or completion, often used in contexts like a rough draft of a document.

4. **Difficult or Challenging**: It can describe a situation that is tough or difficult, such as a rough day or rough weather.

5. **Robustness**: Sometimes it conveys a sense of strength or sturdiness, as in rough terrain or a rough plan that can withstand challenges.

Overall, ""rough"" denotes qualities of unevenness, coarseness, or difficulty in various contexts.",-1
41832,roll,"The word ""roll"" can have several meanings depending on the context:

1. **Verb**: To move something by turning it over and over on a surface. For example, ""She rolled the ball across the floor.""

2. **Verb**: To move in a circular or curved path; to rotate. For example, ""The car rolled down the hill.""

3. **Verb**: To create a cylindrical shape, often used with materials like dough or paper. For example, ""He rolled the dough into a ball.""

4. **Noun**: A small, round piece of bread. For example, ""She ordered a dinner roll.""

5. **Noun**: A list or record, often used in contexts such as attendance or a roll call. For example, ""The teacher took attendance from the class roll.""

6. **Noun**: A movement or rotation; can refer to a roll of the eyes or a roll of thunder.

These definitions illustrate the versatility of the word ""roll"" in the English language.",-1
41833,selection,"The word ""selection"" refers to the act or process of choosing or picking out from a number of alternatives. It can also denote the specific choice or item that has been chosen. In various contexts, it can apply to processes such as making decisions, gathering options, or identifying the best candidates for a particular purpose.",-1
41834,sail,"The word ""sail"" has multiple meanings:

1. **As a noun**: A sail is a piece of fabric or material that is attached to a vessel, such as a boat or ship, and is used to catch the wind in order to propel the vessel forward. Sails are typically made from sturdy materials that can withstand wind and weather.

2. **As a verb**: To sail means to travel on water in a boat or ship using sails. It can also refer to the act of moving smoothly through the air, as in the case of birds or aircraft.

Additionally, ""sail"" can be used metaphorically to refer to moving through life or experiences with ease or grace.",-1
41835,round,"The word ""round"" can have several meanings in English, depending on the context:

1. **Adjective**: Describing an object that has a shape resembling a circle or sphere. For example, a round table or a round ball.

2. **Noun**: Referring to a shape that is circular, a stage in a process (like a round of voting), or a single course or division of a game or competition (like a boxing round).

3. **Verb**: To make something round or to move in a circular path. For example, to round a corner or to round off a number.

4. **Adverb**: Informally used to mean in a circular manner, but also can imply completeness or entirety, as in “I owe you a round sum.”

The meanings can vary further based on idiomatic use, such as ""round up"" (to increase to the nearest whole number) or ""round off"" (to finish or conclude something).",-1
41836,sea,"The word ""sea"" refers to a large body of saltwater that is smaller than an ocean and is partially enclosed by land. It can also refer to a specific portion of the ocean that is distinct in some way, such as the Mediterranean Sea or the Caribbean Sea. Additionally, ""sea"" can be used metaphorically to describe vastness or an extensive area of something, such as a ""sea of information.""",-1
41837,room,"The word ""room"" can be defined as follows:

1. **Noun**: A space within a building that is enclosed by walls, a floor, and a ceiling, typically used for a specific purpose (e.g., a bedroom, living room, classroom).
2. **Noun**: An area or capacity that allows for movement, accommodation, or activity; often used in phrases like ""room to grow"" or ""make room.""
3. **Noun**: A place where people or objects are situated or where a certain activity occurs.

Example sentences:
- ""She decorated her room with new furniture.""
- ""We need to make room for the new arrivals.""",-1
